,product_name,user_rating,product_review
1311,Chocolate Rain,4.57,drinking a 2013 in 2022 look - black and thick no real head smell - chocolate vanilla caramel booze taste - boozy chocolate vanilla caramel lots of barrel feel - full body very very light carb overall - not bad for being 9 years old
1312,Chocolate Rain,4.9,tummy!
1313,Double Dry Hopped Double Mosaic Dream,4.31,a - pours a hazy golden orange with a thin white head. tremendous amount of sticky lacing.  s - aroma is orange mango grapefruit and dank hops.  t - the taste is orange tangerine grapefruit strawberry honeydew lime peel and a lingering bitter hop bite.  m - medium body with medium carbonation. soft mouthfeel with crisp dry finish.  o - really nice.
1314,Double Dry Hopped Double Mosaic Dream,4.54,canned 3/10/23  i don’t buy much other half since by the time it makes it to my area it’s usually a few months old. that being said tavour has been getting me back into them lately with relatively fresh cans. admittedly i should’ve gotten around to this one sooner since i’ve had it for a few weeks but i’m excited to try it regardless. let’s get into it  pours a cloudy orange gold with 3 fingers of soapy off white head that slowly fades to a cap and leaves decent lacing  the nose is vibrant and tropical but there’s a nice bitter hop character to it as well. i’m picking up on aromas of orange juice lemon zest overripe cantaloupe floral hops bready malt gooseberry dank weed dried blueberry and light grass  and it manages to keep up that wonderful balance in taste too thankfully. on the front end of the sip i’m tasting overripe cantaloupe pineapple juice bready malt grassy hops blueberry candy dank weed and light orange zest. the swallow brings notes of orange zest gooseberry crackery malt dank weed grassy hops pineapple juice overripe cantaloupe and light grapefruit zest  a medium body pairs with gentle tingling carbonation resulting in a smooth yet crisp beer. finishes mostly dry and refreshing  oh yeah this one is great. super drinkable for the style with a great balance
1315,Double Dry Hopped Double Mosaic Dream,4.64,i thought i had this one before and loved it. however that was double dry hopped double mosaic daydream. and i loved that. but i love this one too.  hazy pale orange juice with little head and lacing. hoppy citrusy scents of orange and pineapple slightly tangy and dank. taste presents notes of dank tangy zesty citrusy notes of pineapple lemon and orange. lighter to medium bodied very clean mouth watering subtle alcohol. an excellent example of the style.
1316,Double Dry Hopped Double Mosaic Dream,4.48,16 oz. can for $10.99 - canned on 10/14/22 - i had a $5 reward coupon so i scooped this one up for $6.99 look - golden and orange hazy creamy head good lacing throughout this session smell - mango blueberry orange peach little bit of dank ripe fruit taste - mango blueberry orange peach pineapple - sweet fruit flavor followed by some hoppy bitterness feel - soft medium mouthfeel light-medium carbonation finish has a little bitterness and dryness overall - great brew that showcases the mosaic hops. really nice fruit flavors come thru with a soft mouthfeel and a low bitterness at the end. this brewski is smooth and goes down really easy at 8.5% abv. its even more enjoyable while listening to dream warriors by dokken.
1317,Double Dry Hopped Double Mosaic Dream,4.49,poured from the can into a spiegelau ipa glass. canned nov 28th 2022.  light touching head with ultra fine bright white bubbles. lots of pill like lacing and even leggy. island creamy top with a soft shape sitting on a slightly hazed dark lemon with hints of noticeable fast rising carbonation.  a bold nose. dank hits of earth and must hop but also a real tropical passionfruit like flavor. hits nice and spicy too with a bevy of hop explosive power. nice and diverse but just misses the wow factor and other beer character balance.  palate is just real nice. juiced up and filled with a rich malt coating hop flavoring of passionfruit pineapple and a real jammy like texture. coats a little chalky but also brings a real nice spicy earthy hop bitterness on the finish. good notes of tropical variety too guava mango all sorts of fruit tropical goodness.  very nice neipa with a good earthy bitter kick and tropical bonanza.
1318,Double Dry Hopped Double Mosaic Dream,4.52,really good neipa all around but only negative is that it’s bit chalky in the finish.
1319,Corona Extra,2.33,gets a 5 for look in the bottle or a 1.25 out of the bottle. its an amazing design and the font is unbelievable. this time i drink out of the bottle so it gets a 5.  rereviewing after just drinking a corona premier to compare. that is probably the worst beer i have ever had. i do like the bottle design and the stegosauruses however i am reviewing the beer not the artwork.  rather a pale colour similar to most beers from mexico. aroma is almost nothing with a little lime. and there is no lime or lemon added ; ) the aroma is a little better than the premier version.  taste is so light i\m completely confused as to why there is also a light version and a premier version that are even lighter. hops are mega subtle. but they work well with the lightness. this is much better than the premier version. in hot weather i guess this is kind of good and refreshing.  mouth feel is ok. the hops kind of hit you after the initial wateryness. the mouth feel is the best thing about this. and it was the worst thing about the premier version.  overall this isnt as bad (without lime) as i was expecting. its much much better than the premier. beer advocate reviewing seriously need to wake up as this actually has a much lower score.  as a light beer this is actually ok. im just confused why they decided to create even lighter beers! i feel like if they created another one i would hover. maybe if i go to mexico and live in temperatures each day of 40 centigrade and sweat about mafia murdering me because of giving bad reviews to corona premier i would also like corona premier? maybe ; )
1320,Corona Extra,2,this beer reminds me of every dad’s refrigerator in the early 2000’s. it seemed like whenever i’d go over to a buddy’s house this was the beer in their dad’s fridge so i think of that more than i do the cheesy beach commercials. i believe i had a corona extra at a bar over fifteen years ago so this was pretty much like a first impression today. corona extra has the skunkiness of a heineken without any of the heineken goodness. it tastes bitter and not in a fun “beer” kind of way. i added lime to it and now i totally understand why that’s a thing but on its own i give it a very generous 2 out of 5.  style: mexican lager | tap/can/bottle: bottle | abv: 4.6% | rating: 2
1321,Corona Extra,2.48,corona is one of those beers most folks have tried at least once in their lifetime. it’s readily available throughout the united states and abroad. it is nothing to write home about either. its smell is near non existent when cold and as it warms up to a room temperature it has a mild skunk smell. its taste is bland when ice cold. when warm that skunky and almost metallic like taste comes through hard. the feel is well.. there is none. you can easily drink these beers down when ice cold. it’s a decent ish beer when mowing the lawn or doing work outside on a hot summer day but so are many other brands at less cost.
1322,Maman,4.43,pours jet black with a still no foam look. heavy oily legs cling to the glass after the lightest of swirls. it looks like motor oil thats been run hard through a motor for ten thousand miles - thick dark and viscous. aroma pushes dark fruits plum and chocolate across the nose first. char barrel bourbon and hearty roasty and toasty malts sit behind. dark fruits is the dominate note at least immediately out of the fridge. mild brownie shows up as the beer warms. flavor profile is dark fruits caramel toffee tobacco raisins fig plum and chocolate. the blend of notes conjours up thoughts of barleywines but retains heavy stout notes via late roasty and toasty malts. bourbon barrel and char are all present to varying degrees molding into the 14.6% abv well. brownie and more chocolate start to show up as the beer warms masking some of hte initial dark fruit notes. it really develops a wonderful depth to the flavor profile after a fairly simplistic aroma. mouth feel is thick and viscious but with an otherwise flat and still effervescence. overall a blend of hearty stout and barleywine notes. it has a lot of dark fruits for a heavy stout but despite that retains a good balance despite being in wine alcohol territory. massive slug so -0.25 from overall.  served in a 15.5oz speigelau tulip from a 750ml bottle. 2020 vintage. consumed/reviewed 02/12/2023 as a super bowl warm-up for chiefs vs. eagles!
1323,Maman,4.9,#164 yummy!
1324,Maman,5,the perfect stout. insane aroma of chocolate and molasses. thick and chewy coating your palate forever. chocolate caramel molasses and a hint of spiciness. incredible!
1325,Hunahpu's Imperial Stout,4.13,from a 500ml bottle dated 03/11/23. served in a spiegelau tulip glass.  pours a thin-appearing oak-brown with no obvious highlights. a generous finger of lush coffee colored foam doesn’t last but maybe 20 seconds leaving a narrow collar and a rousable spatter of oily super-slippery lacing.  nose is… fruity? a sweet candy-like coffee aroma and totally unexpectedly raspberry - which must be an olfactory hallucination or at least how my brain is interpreting the combination of vanilla cinnamon and chiles.  taste is sweet but not heavily so with a berry-like coffee bean flavour and that fruity mélange of cinnamon-vanilla-chile pepper that my brain persists in translating as ‘raspberry’ bringing a brightness and lightness which keeps the beer from tasting syrupy. a slick cadbury-like milk chocolatey character becomes more evident as the beer warms accompanied by some heat from the chiles. there’s a very faint soy sauce quality in the aftertaste which doesn’t detract much.  feel is oily-smooth and creamy-slick medium bodied but a little light relative to the style with gentle prickly carbonation. chile heat builds up on the palate somewhat and amplifies the otherwise mild carbonation lightening the mouthfeel further.  overall pretty good but maybe a little bit of a mixed bag. i won’t call the flavours ‘muddled’ but it is a very ‘busy’ flavour profile which weirdly for my palate comes across very fruity and raspberry-like.
1326,Hunahpu's Imperial Stout,3.88,2022 pint can chilled left to warm. flat black on the pour thick sticky tiny bit of struggled foam that vanished fast. smells like cinnamon vanilla cacao nibs and chilli peppers being muddled together. tastes the same. just too much going on. cloyingly sweet and thick slightly gritty too much cinnamon and who needs hot peppers in their stout? overall i’ve attended 5 hunahpu’s day celebrations at the ccb spruce street brewery over the years and have bought a bottle or can each time and come away thinking the same thing: nice novelty.. but way too busy and quite over rated.
1327,Hunahpu's Imperial Stout,4.33,2020 vintage received courtesy of @roguer.  appearance is typical for the style which means its a nice looking dark dark brown with a half inch of tan colored head. nice legs. aroma is wonderfully rich and decadent but not in an artificial way. plenty of sweet molasses chocolate a hint of vanilla and some faint figs / raisins. that description doesnt do this any real justice so in summary this beer smells great.  taste is interesting. nowhere near as sweet on the nose with some naturally bitter cacao notes cinnamon and pepper combining brilliantly with the base beer. the spiciness is goldilocks.....just right. a bit less and they wouldnt be notable. a bit more and they would overpower. theres a really nice sweetness deep into the finish that helps add to the complexity of this beer. fully bodies and smooth leaving a really nice coating on the tongue with a pleasant alcohol warming.  overall this is excellent.
1328,Hunahpu's Imperial Stout,4.31,2018 vintage  we’re nearing the end of the bif beers i got from @eziel back in february and this one is a heavy hitter. this has been a big want for me for a while so it’s awesome to finally be able to try it. let’s see what this famoud spicy stout is really all about  pours nearly pitch black with 2 fingers of reddish brown head that fades to a ring and leaves minimal lacing  this is highly complex in the nose not too peppery and balanced in its sweetness. i’m picking up on aromas of cacao nibs vanilla bean chili pepper spicy whiskey burnt coffee sweet toffee brown sugar and light charred oak  this is a bit restrained in taste perhaps due to the age but i still really enjoy it. on the front end of the sip i’m tasting dark chocolate roasty coffee chipotle pepper vanilla bean spicy whiskey toasted oak cinnamon and toffee. the swallow brings notes of milk chocolate chipotle pepper vanilla bean caramel toasted oak earthy whiskey and burnt coffee  a full body pairs with gentle carbonation resulting in a smooth and earthy beer. finishes mostly dry with a lingering heat  while i enjoyed this i’d hardly put it on legendary status. again maybe it’s the age so i’d love to try it fresh but even still
1329,Hunahpu's Imperial Stout,4.42,2020 amalie arena edition...large capped bottle.  pours very dark with no light shining through next to no cap or lacing.  dark chocolate and fudge brownies on the sniff.  super smooth nice complexity exhibited by the notes of more chocolate/brownies/cinnamon/dark malts.  delicious creation no doubt aided by a few years in the bottle....get some of this fine nectar if ya have the opportunity.
1330,The Mad Elf,4.08,cold bottle into a snifter. reasonable foam settles down fast. aroma is festive spiced cherry pie. tastes like winter in maryland. spicy and sweet a tad of tartness too. alcohol makes a big noise.. feel is medium to thick medium carbonation. overall nothing to complain about. big and bouncy boozy beer. good shyt..
1331,The Mad Elf,3.86,333 ml bottle freshest by 07/10/2023 consumed on: 08 march 2023 glass: troegs 0.4 l tulip abv: 11%  look: clear amber with bubbles continuously rising. a 1-finger hight beige/light tan head quickly dissolves to a ring and filmy cover leaving ok lacing.  aroma: fruity sweet and a touch spicy. tons of cherries with honey and candi sugar. a light note of cinnamon with a hint of cloves and some baking spices.  taste: what is in the aroma is here. the sweet cherries and the candi sugar are more pronounced. the cinnamon and other spices are quite a bit sharper. the sip dries slightly and does not get cloying but it is certainly sweet and spicy. the alcohol is not hidden and provides a noticeable boozy note.  feel: sharp but also syrupy. warm to hot from the alcohol. the body is medium-light.  overall: this is not my favorite bdsa nor my favorite troegs offering but this makes a decent winter warmer. if you like sweet fruity and boozy beers this one is for you.  my ratings reflect this beer as holiday beer or a winter warmer (which is what mad elf really is). i would rate this much lower as the bsda that it is currently listed as.
1332,The Mad Elf,3.89,i didnt like it as much as a i thought i would but it was still pretty good.
1333,The Mad Elf,4.04,(freshest by 07/15/2023); pours an opaque reddish copper into a samuel smith imperial pint glass with a thin tannish head that fizzes and dissipates quickly leaving no lacing. malts & cherry forward in the nose with a nice sweet earthy aroma to boot. taste follows nose with a tart velvety finish. very slight carbonation with the spicy belgian yeast mid tongue a syrupy mouth and noticeable alcohol burn but hey @ 11% abv its hard to hide. this has been a staple in my beer fridge around the holidays for many moons. always enjoy kicking back with a couple of these on cold winter nights.
1334,The Mad Elf,3.9,1/14/23 poured from 12oz bottle purchased from troegs gift shop.  color is a beautiful reddish copper.  aroma: cherry raisin malt honey. dave can pick out the belgian yeast!  bright effervescence and smooth silkiness in the mouth  taste is tart cherry malt clove and it\s boozy almost hotwith alcohol. slight metallic finish on the sides of the mouth.  not our favorite but its decent. enjoy the mix they have on tap if the grand cacoa and mad elf.
1335,The Mad Elf,5,awesome my favorite.
1336,The Mad Elf,3.54,well this was something else. i feel like this is like when you read the recommended dosage on cold meds and say yeah but im really sick and take more. then it knocks you out. same thing here. it says its full of cherries and you say well yeah its probably a little tart but its a belgian dark strong ale so giddy up. then it knocks you out with tart cherries and that 11%.
1337,Interlude,4.22,bottled april 2022  yet another bottle i grabbed when me and my buddy did the cellar tour there last month. on paper red wine barrel aging and mixed fermentation is everything i want in a saison but this is a style for me that needs to do a lot to impress me. that being said i trust allagash to deliver though so i’m excited to try it  pours a slightly cloudy orange gold with 2 fingers of off white head that slowly fades to a thin cap and leaves decent lacing  there’s really not too much funk in the nose but the earthy vibe is still keeping me intrigued. i’m picking up on aromas of bready malt tannic red wine wildflower honey stone wet hay lemon yogurt light earthy hops and pear skin  it’s sharper up front in taste which i appreciate but returns to the yeasty vibe on the back end. on the front end of the sip i’m tasting tart red grape lemon juice doughy malt earthy wheat sharp oak honey tart plum and pear skin. the swallow brings notes of earthy wheat wildflower honey lemon yogurt stone wet hay bready malt and tannic red wine  a medium body pairs with gentle carbonation resulting in a tannic and beer. finishes dry with a great balance  this is really solid stuff. it’s not quite as funky as i prefer for the stylr but it’s close. plus for what it is allagash killed it
1338,Interlude,4.6,3000th beer rating on ba!!!!!!!!  2012 bottle 9.5% cork and cage 750 ml bottle drank out of a bulbous wine glass on 12/23/21. just spectacular!
1339,Interlude,4.46,2016 vintage
1340,Interlude,3.91,shared 750(?) ml corked bottle at local tasting vintage 2007 bought at ølbutikken or høkeren copenhagen may 2011. ale aged in oak barrels abv is 9.5%. clear orange colour moderate white head. aroma of brettanomyces sour fruits and apple cider vinegar. medium sour flavour brettanomyces galore woody finish decent hops. interesting and unusual.
1341,Interlude,3.39,what is this a double saison? 10.4% and a 4.24 average this outta be interesting.  pours a darker color than almost any saison guessing this took some barrel notes with it to the extent that it literally turned the saison beer darker. or maybe its just a maltyboi. or both. anyways its this mixture of dark amber and brown. not much for head retention maybe 1/4 white at its peak but really settles a lot less than that. the aroma had more of a belgian quad than it did saison vibe. but there was a bit of fruitcake like breadiness in the nose seems this one has an ample amount of brett character/nose.  taste brings all the dark fruit in the world into a beer with no dark fruit no doubt the wine barrel brings a lot of that but also this belgian yeast that doesnt seem like a saison yeast at all (more qua bspa or bdsa). mouth feel has a grip load of alcohol heat to it not something i want in a saison. but this isnt much of a saison its more like a wine barrel aged quad. not sure i really get this saison.
1342,Interlude,4.46,2017 vintage. poured from a corkncage bomber into a dogfish head tulip  l: cloudy pour... brown/amber color (looks like apple cider) with thin fizzy/barely there head. modest ring of lacing.  s: tart and fruity. red wine and the cellar its stored in.  t.f: modestly tart... red wine and oak grape must funk and plum. dark fruits... leather baking cherry and black pepper. medium bodied... light carbonation and sticky on the tongue. complex... more red wine and fruit to finish.  o: an absolutely fantastic red-wine barrel aged brew. great complexity and flavor... easy drinking despite some tartness and brett. outstanding.
1343,Interlude,4.6,bottled on 07/27/16  notes of funky red wine oak barrel mild leather slight acetic vinegar barnyard farmhouse hay straw spice toasted bready malts graham cracker caramel toffee vanilla dried fruit tart apple pear apricot cherry plum pineapple with floral earthy herbal hops
1344,Black Butte XXXV,3.86,pours an effervescent mahogany with a pinky of mocha colored head. average-ish head retention & lacing  s: cocoa roastyness & some cherries nose stays strong  t: follows the nose barrel dryness a touch of carob & some leafy hops up front. cocoa cherry & a little roastyness/ dryness as this beer warms up plus some woody hops. finishes pretty dry with woody & leafy hops plus a little cherry & cocoa  mf: medium body slight carbonation warming got chewier as it warmed up  solid not great ba tale on this style. rare that i dig many beers of this style if cherries are featured this is no exception. serviceable not memorable
1345,Black Butte XXXV,3.91,many thx to muchloveforhops3 for this bottle!  a - dark brown pour with a dense layer of creamy toffee colored foam.  s - cocoa cherry and vanilla.  t - nice cocoa malt base with cherries and light vanilla blended in.  m - big medium soft body that finishes uber wet with warming in the back of the throat.  o - deschutes - skip the adjuncts and put this solid base beer in an interesting barrel.
1346,Black Butte XXXV,4.12,bottle pour- dark as can be with short chocolate milk head leaving frosty lacing. nose is roasty malt with hints of cherry and vanilla. taste follows with some cocoa notes barrel wood and a bit of alcohol that lingers on the dryish finish. a bit milder than expected.
1347,Black Butte XXXV,4.48,from a bottle packaged on 06/07/23  nice hiss upon opening with a bit of smoke coming out of the bottle. this beer pours pitch black and even when i hold it up to light nothing comes through. the head is thick at 3 fingers and extremely long lasting. how can the head last this long in an 11% imperial porter? once it finally dissipates it leaves a nice bit of lacing on the glass. the aroma is quite powerful. i get tons of caramel chocolate molasses coffee plum raisin vanilla and cherry. these aromas are well balanced and work very well together. wow the flavor the cherries start it off and linger throughout. they fade a bit as the rest of the crew comes into play. lots of chocolate caramel dark fruit molasses coffee all work their way into the party. the finish is where the vanilla shines as it works with the cherries. theres a tartness from the cherries that cuts into the sweetness that this style can have. it provides a nice counter balance. thick and full bodied overall not imperial stout levels but very full for a porter. getting the faintest hint of heat from the alcohol. smooth feeling. overall this is an astounding beer in a good way. quite happy and impressed with it.
1348,Black Butte XXXV,4.35,from the 12 oz bottle in a snifter. this solid little brew pours a muddled coal black with a thick head of brown foam that sizzles to a thick ring thin clumping layer and sports some very nice lacing. nose of dark coffee tart cherry dark bakers chocolate char and faint bourbon. flavors surpass the nose with earthy dark chocolate bourbon vanilla oak char toasted coconut tart cherry and heavy dark coffee. mouth feel is full smooth coating medium light carbonation lightly warming and a bitter malt / coffee / dark chocolate finish that is moderately dry.  overall a solid little imperial  cheers
1349,Black Butte XXXV,4.25,in thirty-five years of playing with porter imagination and creativity run amuck as elements of cherry cocoa and vanilla add tangy balance and curiosity to its imperial toasted dark ale of succulence.  just the slimmest shade off from black its near-onyx body is capped with a tan whipped mocha froth that sturdily holds onto the glass during the patient session. with strong coffee cocoa and burnt toast hovering above the rim its tangy dark fruit scent is highlighted by its tingle of bourbon spice. its full and deeply penetrating taste is of wonderfully burnt sugars leading with molasses bakers chocolate and latte early on the palate.  with earthen elements of coffee soil smoldering embers and burnt bread seeping into the mouth; the brilliant vibrancy of cherry seem to bounce off the tongue with its mild acidic balance. soothing with vanilla and lingering caramelization the taste eventually turns coffee bitter with smoldering embers booze soaked oak and nuances of toasted coconut.  bittered with coffee and campfire a burnt pinecone taste pulls from the ash and achieves a slight semblance of dryness with spicy bourbon into a finish that echoes chocolate covered cherries in long waves of aftertaste.
1350,Black Butte XXXV,3.91,cherry cola beer
1351,Black Butte XXXV,3.5,12oz bottle from boise co-op. near black pour slight beige head. chocolaty aroma light roast. taste walks a fine line between chocolate and roasty malts. pretty mild for an 11% abv.
1352,Black Butte XXXV,4.25,a surprise find at the bottle shop had no idea this seasonal was released yet. 12oz bottle poured into a goblet.  pours pitch-black and stout dark with a mocha-colored cap of head about a fingers worth. the nose is earthy and dark with notes of that cocoa oak whiskey tobacco char smoke and dark fruits. the cherry only emerges on the finish to me and isnt distracting at all more of a hidden nuance than an overt addition. there is an impression of booze that blends with the oaky vanilla and earthy wet tobacco leaf with that cocoa present but never in a sweet confectionary way...nice hints of smoke and char too...drying and bitter at times but that keeps the palate moving in an appropriate way.  overall i enjoyed it and would drink it again a fine example of a porter.
1353,Zombie Ice,4.41,fantastic pine-y hoppy smell. i taste some tropical fruity flavors like pineapple and guava with more sweetness than zombie dust. more malt and more sweetness make this well-balanced. the bitterness lingers with astringency. a little more syrupy than i would like the mouthfeel. its really quite good. if they werent nearly $20 (including tax) for 4 at meijer this might be a regular drink for me.
1354,Zombie Ice,3.81,copper colored with a half inch of creamy beige on top. lightly soapy lacing. i’m smelling melon pine and alcohol. i’m tasting melon pine and alcohol. the mouth moderately carbonated and a touch boozy.
1355,Zombie Ice,4.26,semi-hazy copper amber appearance with a soapy white head decent retention and lacing. pineapple pear pine malt alcohol well hidden. medium body moderate carbonation creamy mouthfeel.
1356,Zombie Ice,4.13,extra large (19.2 oz) and fairly fresh can with a june 2023 canning date stamped on the bottom. served in a .6l beer glass.  appearance. deep amber colored clear body. it is topped with a modest size white head that has good retention and leaves plentiful lacing on the glass.  this is an imperial pale ale were that a category given the 8.5% abv. the high abv however is well hidden being most evident in the mouthfeel. moreover the flavor has about average bitterness with a strength that seems just a bit higher than average. fruity aroma with clean well balanced flavor. the best beer i\ve ever had with ice in its name.
1357,Zombie Ice,4.45,on tap at blackback pub in waterbury vt.  this one pours a rusted orange-ish color with a small head and lots of lacing.  this smells like orange piney hops lightly sweet malt marijuana and grapefruit.  this isn’t as good as zombie dust – that’s an all-time classic. but it’s still cool to see an amped-up version of it. it’s lightly malty but not as much as you’d expect. it’s very orange-y with lots of grapefruit with marijuana and clean piney bitterness.  this is medium bodied clean with a smooth bitterness on the back end and very drinkable.  i still really enjoy the old school ipa stylings from three floyds.
1358,Zombie Ice,4.25,16 oz on tap at art and craft beer ny. loved it. maybe even better than zombie dust a bit more balanced and malty but just as crisp and easy to drink. a little dank citrus pine refreshing. good price too.
1359,Zombie Ice,4.33,hazy orangey yellow body with a full white head and ring of lacing. caramel malt base with resinous pine hops orange and grapefruit nose. taste is more fruity with apricot and slight pineapple added to the huge citra hop notes grapefruit king amongst the fruits pine and resin snaps the finish. great balance. so smooth and resinous with a bittering finish full yet medium bodied. this is better than normal zombie dust i said it!
1360,Zombie Ice,4.66,what the heck? if you love zombie dust youll love this!! crisp and clean and no caffeine! 3 floyds makes outstanding brewskis so no surprise here. im a huge double ipa fan and this one goes down smooth as silk. my kind of lawnmower beer! cheers!
1361,Zombie Ice,4.23,12oz can poured into a snifter  a- pours a hazy dull orange color with a one-finger foamy white head that quickly reduces to a think ring around the glass  s- citrus-forward hop nose with zesty grapefruit leading the way along with some piney notes. biscuity undertone  t- tangerine and zesty grapefruit up front followed by some pine resin. mid-palate gives some malty bready notes. the finish gives more zesty citrus which sticks around on the linger  m- medium body with moderate carbonation leads to a creamy mouthfeel that continues into the finish
1362,Zombie Ice,4.29,appearance: pours a slightly hazy amber color with a sturdy two finger head; strong retention and shards of lacing  smell: orange and orange pith aromatics; dank with biscuit and pine tones complementing  taste: the biscuity malts complement the orange pith hops from the outset with the hops presenting a stronger force through the middle; some melon peeks through but the bitter finish dominates all  mouthfeel: medium to full body with moderate carbonation; some warmth in the gullet  overall: true to what you would expect from the floyd brothers this is a solid throwback to the days when bitterness was what hopheads were seeking
1363,Zombie Ice,4.03,poours an effervescent light amber with a thumb+ pf cream colored head. very good head retention & solid lacing  s: some citrus a little breadyness some cattyness once warm  t: grapefruit grassyness lime & dryness up front a touch of caramel & pine up front. more pineyness leafy hops dryness & a little bit of grassy hop once this beer warms up. finishes piney dry with some cakeyness  mf: medium body restrained carbonation nicely balanced  nice old school hop bomb very drinkable
1364,Quilmes,3.13,11.5 oz bottle enjoy by date 3/14/24 into a tulip glass. l: pours clear rich golden caramel with a thin fizzy off white head low head retention minimal lacing. s: a hint of bread lightly floral background lighter fruits pastry dough. t: gently sweet dirty grains grassy hops very light fruit notes a hint of fruit zest and the back end of the finish and has a very light aftertaste of white grape. f: average thin and medium-light bodied feel with a lightly assertive center and a fast drying finish. o: european in style and slightly dry. drinks easily and is gently sweet. good balance and brewery touts natural ingredients. its okay in its style.
1365,Quilmes,3.05,bottle pour into a tulip glass. clear golden appearance with a modest soapy head that recedes quickly to a surface film and collar. celery pepper metallic notes. light body light carbonation.
1366,Quilmes,3.52,340ml bottle best before 11/05/23 so either 6 months from now or two weeks ago... the beer pours bright light golden amber with off white head. the head recedes to a pencil thin ring and island. no lacing. the aroma is mild with sweet grain. the taste is semisweet pale malt with a hint of corny / vegetable flavor. moderate bitterness. the mouthfeel is thin bodied with just above average carbonation and a mostly dry finish. overall good.
1367,Quilmes,2.8,fizzy kinda sweet and malty whiz but when sitting at an argentinian restaurant with a plate full of ‘comida’ it somehow works. nothing i’d put a sixer in the fridge of though..
1368,Quilmes,2.12,messi recommended it so..... blecch..... is it so difficult to steal one of our brewerys recipes and produce it? they have all our military information... decent carbonation though.
1369,Quilmes,2.57,sep. 2011: 330 ml bottle as quilmes cerveza from super cor la manga (spain). abv is 4.9%. pale yellow colour pearly carbonation low and short-lived head. sweetish aroma notes of maize grass and citrus. tolerably fresh flavour notes of citrus. an okay refreshment on a hot day nothing more.
1370,Quilmes,1.95,very standard cheap beer.
1371,Curiosity Thirty Two,4.33,canned on 7/5/23; consumed on 8/12/23  pours an opaque sunflower-orange hue capped with two fingers of creamy eggshell-white foam; great head retention leaves a finger of frothy cap and dense collar while a generous spattering of spotty lacing coats the walls of the glass.  aromas of ripe mango are accented with guava zest and pineapple husk with orange oils informing a peppery dank as a creamy floral build settles through the bouquet.  taste brings mango bubblegum into notes of orange and mango as white pepper stimulates an earthier aspect of peach zest over the mid-palate and orange tang invigorates the close.  mouthfeel shows a medium body and a moderate spritz of carbonation levying a subdued bog to a drying prickle past the mid-palate toward a back end both subliminally resinous and coyly juicy.  an initially tropical amalgam explores myriad hop subtext in a turn toward swampy earthy rinds before reinvigorating a brighter cleaner base; a sampling of the tree house ipa profile at its most comprehensive form.
1372,Curiosity Thirty Two,4.63,from a 16oz can dated 7/5/23 into a 20oz pint glass. can message: welcome back old friend  pours a thick opaque pale yellowish orange with about one finger of white head. several minutes in and half of the head is still present. tons of lacing.  decently strong aromas of orange grape tangerine and a touch of lemon zest.  taste follows. has a sweet white wine vibe going on. citrus and hint of lemon. nice earthy bitterness on the back of the sip.  full-bodied thick soft mouthfeel. slight dry stickiness on the swallow. lingering bitter aftertaste. low to medium carbonation.  man this is a fabulous brew. loving every sip.
1373,Curiosity Thirty Two,4.63,from a two-week-old can stamped hello old friend pours a glowing greenish gold. smell and taste feature citrus white grape and earthy spicy herbs. an amazing beer an outstanding melding of citra and nelson.
1374,Houblon Chouffe,4.81,was getting weary of ipas. this one breaks the mold. fresh clean not overly bitter. great flavor.
1375,Houblon Chouffe,4.44,oof. this chouffe packs a punch. pours a golden amber big soapy head. decent carbonation with a fullish feel. hints of wood and fruity florals on the nose follows with hoppy goodness botanicals as promised and possible citrus zest in the aftertaste. complex and delicious. love belgian blonds but this is converting me to ipas!
1376,Houblon Chouffe,4.86,reviewing again because i am bored in this shit country that is not ukraine.  this for me is probably the best beer ever that is commercilly available.  i spend a lot of time drinking beer. the belgians know how to brew. and the americans know how to add hops. this is a perfection of both and commerciallly available definitely unlike carlsberg one of the best beers in the world.
1377,Houblon Chouffe,4.35,11.2 oz bottle fridge cool into a ‘can glass’. gold haze raises up a fantastic foam. spider web lacing throughout the experience. aroma is sweet belgian yeast with quality piney hops and plenty of botanicals. little banana deep dive to clove a surprisingly nice bit of funk. taste is of a well made belgian tripel with a blast of hops and all that goes with that description. finishes slightly sweet and punctuates with a dry and bitter note. medium mouth. generous carbonation. this effort stands above other breweries doing the style (cigar city’s cosmic crown coppertail unholy for example) and is a well crafted recipe.
1378,Houblon Chouffe,4.75,i had this on draft 3/6/23 @ the hopleaf.  opaque orange appearance.  big off-white head; strong lacing.  peach wheat strawberry & orange peel notes in the nose. fruity bliss!  soft medium mouthfeel. peach strawberry soft wheat & faint orange peel flavors.  a soft citrus-y delight. delicious!
1379,Houblon Chouffe,4.53,an outstanding belgian ipa: a great marriage of flavors and i like the pine aroma and flavor associated with west coast ipas. excellent body and long finish. sublime.
1380,Houblon Chouffe,4.06,for a belgian take on an ipa this is pretty interesting. like a hopped up blonde ale - a nice change of pace from my american ipas.
1381,Houblon Chouffe,4.53,poured from 11.2-ounce bottle into a tulip glass. clear golden color with a thick white head and orange highlights. excellent head retention with gorgeous sheets of lacing as it receded. aromas and flavors of rose petals up front (!) followed by notes of herbal hops and orange. unmistakable umami character with a dry and bitter finish. an excellent beer that drinks well below its 9% abv.
